period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops,depreciation,amortization,price
2021/06,마이더스AI,222810,제약,35,659.6,215.0,-3.0,-3.0,-63.0,-63.0,-63.0,,679.0,283.0,396.0,388.0,8.0,141.0,-16.0,-18.0,139.0,,-16.0,167.0,-1.42,-29.26,-44.42,-22.07,71.48,187.94,-335.71,-7.02,1385.71,1.7,,,,28245459.0,718.1,-2.1,-23.16,-0.98,1.53,1542.86,-15.34,-153.57,4.0,,2335.24
2021/09,마이더스AI,222810,제약,35,514.0,203.0,-3.0,-3.0,3.0,3.0,3.0,,639.0,256.0,383.0,375.0,8.0,141.0,-3.0,-43.0,-42.0,,-3.0,147.0,-1.69,1.35,-32.48,-16.87,66.79,178.94,-260.71,-7.04,1339.29,1.37,,,,28245459.0,504.5,-3.4,-22.42,-1.67,0.83,2210.71,-16.06,-114.29,,,1819.76
2021/12(E),마이더스AI,222810,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31083508.0,,,,,,,,,,,
2022/03(E),마이더스AI,222810,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31083508.0,,,,,,,,,,,
2022/06(E),마이더스AI,222810,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31083508.0,,,,,,,,,,,
2020/09,마이크로디지탈,305090,건강관리장비와용품,211,1615.86,3.0,-15.0,-15.0,-14.0,-14.0,-14.0,,245.0,104.0,141.0,141.0,,36.0,-19.0,2.0,23.0,3.0,-22.0,64.0,-470.2,-432.86,-29.88,-21.37,73.53,282.0,,,2014.29,11.46,,,,7261600.0,1558.56,-11.2,,-373.33,,,,,3.5,0.2,22252.12
2020/12,마이크로디지탈,305090,건강관리장비와용품,211,1336.84,5.0,-60.0,-60.0,-67.0,-67.0,-67.0,,208.0,132.0,76.0,76.0,,36.0,-13.0,6.0,23.0,17.0,-30.0,86.0,-1166.25,-1295.71,-81.64,-47.22,172.16,98.84,,,1085.71,17.59,,,,7261600.0,1273.24,-60.9,,-1218.0,,,,,4.2,0.2,18409.72
2021/03,마이크로디지탈,305090,건강관리장비와용품,211,1339.1,14.0,-9.0,-9.0,-8.0,-8.0,-8.0,,173.0,103.0,70.0,70.0,,36.0,-22.0,31.0,-26.0,5.0,-27.0,60.0,-64.88,-55.09,-86.14,-50.1,146.2,77.95,,,1000.0,19.13,,,,7261600.0,1284.6,-3.5,-14.12,-25.0,,,,,3.5,0.2,18440.84
2021/06,마이크로디지탈,305090,건강관리장비와용품,211,1742.0,21.0,-8.0,-8.0,-10.0,-10.0,-10.0,,182.0,117.0,65.0,65.0,,36.0,-4.0,1.0,13.0,,-4.0,73.0,-36.09,-47.12,-89.39,-47.03,179.13,52.13,-1414.29,-17.6,928.57,26.8,,,,7261600.0,1684.7,-5.9,-20.67,-28.1,40.51,614.29,-18.93,-1314.29,3.6,0.2,23989.2
2021/09,마이크로디지탈,305090,건강관리장비와용품,211,984.0,4.0,-19.0,-19.0,-20.0,-20.0,-20.0,,396.0,266.0,130.0,130.0,,38.0,-22.0,,210.0,,-23.0,204.0,-489.24,-515.72,-76.5,-32.36,204.9,204.04,-1500.0,-9.37,1857.14,7.57,,,,7261600.0,983.4,-15.5,-11.46,-387.5,22.36,628.57,-10.25,-1371.43,3.7,0.2,13550.73
2021/12(E),마이크로디지탈,305090,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7261600.0,,,,,,,,,,,
2022/03(E),마이크로디지탈,305090,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7261600.0,,,,,,,,,,,
2022/06(E),마이크로디지탈,305090,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7261600.0,,,,,,,,,,,
2020/09,마이크로프랜드,147760,반도체와반도체장비,202,603.5,124.0,14.0,14.0,13.0,8.0,8.0,,621.0,196.0,425.0,425.0,,54.0,29.0,-4.0,2.0,3.0,25.0,71.0,10.95,6.25,-5.96,-4.15,45.99,685.77,,,3863.64,1.42,,,,10819866.0,695.9,20.4,,16.45,,,,,7.0,0.2,5577.7
2020/12,마이크로프랜드,147760,반도체와반도체장비,202,717.0,196.0,27.0,27.0,28.0,51.0,51.0,,661.0,183.0,478.0,478.0,,54.0,23.0,-8.0,-3.0,8.0,14.0,69.0,13.75,25.97,14.48,10.35,38.39,783.42,,,4345.45,1.5,,,,10819866.0,822.5,33.7,,17.19,,,,,6.8,0.2,6626.7
2021/03,마이크로프랜드,147760,반도체와반도체장비,202,930.0,146.0,29.0,29.0,27.0,23.0,23.0,,696.0,196.0,500.0,500.0,,54.0,30.0,-2.0,-18.0,3.0,28.0,52.0,19.63,15.59,18.04,12.79,39.25,824.33,,,4545.45,1.86,,,,10819866.0,1062.8,35.4,10.86,24.25,,,,,7.8,0.2,8595.3
2021/06,마이크로프랜드,147760,반도체와반도체장비,202,1052.71,182.0,38.0,38.0,36.0,29.0,29.0,,682.0,154.0,529.0,529.0,,54.0,28.0,-93.0,-1.0,23.0,6.0,51.0,21.05,16.1,23.37,17.32,29.04,877.45,1009.09,9.48,4809.09,1.99,,,,10819866.0,1121.41,44.6,8.36,24.51,1.62,5890.91,9.75,981.82,8.7,0.2,9729.42
2021/09,마이크로프랜드,147760,반도체와반도체장비,202,738.0,156.0,28.0,28.0,26.0,21.0,21.0,,712.0,161.0,550.0,550.0,,54.0,31.0,-18.0,-1.0,18.0,13.0,52.0,17.9,13.41,25.37,18.57,29.3,917.28,1127.27,5.95,5000.0,1.34,,,,10819866.0,818.0,34.9,5.5,22.37,1.09,6181.82,6.05,1109.09,8.7,0.2,6820.79
2021/12(E),마이크로프랜드,147760,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10819866.0,,,,,,,,,,,
2022/03(E),마이크로프랜드,147760,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10819866.0,,,,,,,,,,,
2022/06(E),마이크로프랜드,147760,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10819866.0,,,,,,,,,,,
2020/06,마인즈랩,377480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953170.0,,,,,,,,,,,
2020/09,마인즈랩,377480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955420.0,,,,,,,,,,,
2020/12,마인즈랩,377480,IT서비스,154,,,,,,,,,221.0,770.0,-548.0,-548.0,,15.0,,,,,,744.0,,,,,-140.38,-3837.14,,,-18266.67,,,,,2955420.0,,,,,,,,,,,
2021/03,마인즈랩,377480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969920.0,,,,,,,,,,,
2021/06,마인즈랩,377480,IT서비스,154,1219.0,,,,,,,,173.0,451.0,-279.0,-279.0,1.0,22.0,,,,,,432.0,,,,,-161.94,-1370.87,,,-6975.0,-4.37,,,,4441690.0,854.6,,,,,,,,,,27444.51
2021/09(E),마인즈랩,377480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079208.0,,,,,,,,,,,
2021/12(E),마인즈랩,377480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079208.0,,,,,,,,,,,
2022/03(E),마인즈랩,377480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079208.0,,,,,,,,,,,
2020/09,엠브레인,169330,IT서비스,154,686.7,88.0,5.0,5.0,5.0,4.0,4.0,,354.0,144.0,210.0,210.0,,45.0,4.0,-1.0,-2.0,,4.0,35.0,6.23,4.52,,,68.34,370.2,,,2333.33,3.27,,,,8968459.0,787.6,10.0,,11.36,,,,,3.2,1.5,7656.83
2020/12,엠브레인,169330,IT서비스,154,1393.76,184.0,47.0,47.0,46.0,36.0,36.0,,372.0,125.0,248.0,248.0,,45.0,55.0,-1.0,-22.0,1.0,54.0,33.0,25.47,19.8,,,50.38,451.42,,,1377.78,5.62,,,,17936918.0,1527.96,50.4,,27.39,,,,,3.2,1.4,7770.34
2021/03,엠브레인,169330,IT서비스,154,1587.2,80.0,1.0,1.0,1.0,1.0,1.0,,345.0,97.0,248.0,248.0,,45.0,,-7.0,-2.0,,-1.0,31.0,1.6,0.72,19.87,12.73,38.98,452.76,,,1377.78,6.4,,,,17936918.0,1713.9,5.4,27.29,6.75,,,,,3.2,1.2,8848.79
2021/06,엠브레인,169330,IT서비스,154,1595.97,85.0,9.0,9.0,9.0,8.0,8.0,,375.0,118.0,257.0,257.0,,45.0,13.0,-4.0,-2.0,,13.0,29.0,10.36,9.22,20.22,13.62,45.94,470.31,272.22,32.57,1427.78,6.21,140.0,,319.13,17936918.0,1731.77,13.6,21.81,16.0,3.65,2427.78,25.74,344.44,3.4,0.9,8897.68
2021/09,엠브레인,169330,IT서비스,154,1576.14,102.0,11.0,11.0,11.0,9.0,9.0,,397.0,155.0,241.0,241.0,,45.0,-4.0,-4.0,-2.0,1.0,-4.0,27.0,11.13,8.61,23.77,14.3,64.28,433.93,300.0,29.19,1338.89,6.54,,,,17936918.0,1704.34,15.7,20.03,15.39,3.49,2505.56,23.18,377.78,3.3,1.0,8787.13
2021/12,엠브레인,169330,IT서비스,154,469.0,204.0,50.0,50.0,51.0,41.0,40.0,,437.0,154.0,283.0,282.0,,45.0,73.0,-6.0,-28.0,1.0,72.0,26.0,24.71,19.86,21.68,14.27,54.55,523.61,322.22,8.09,1566.67,1.66,,,,17936918.0,,,,,1.0,2616.67,6.61,394.44,,,2614.72
2022/03(E),엠브레인,169330,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17936918.0,,,,,,,,,,,
2022/06(E),엠브레인,169330,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17936918.0,,,,,,,,,,,
2022/09(E),엠브레인,169330,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17936918.0,,,,,,,,,,,
2020/09,마크로젠,038290,생명과학도구및서비스,218,3012.45,316.0,-7.0,-7.0,-139.0,-139.0,-29.0,-110.0,2593.0,899.0,1695.0,1057.0,637.0,53.0,27.0,-63.0,384.0,49.0,-22.0,375.0,-2.23,-43.89,-18.36,-17.73,53.02,2215.61,,,9609.09,2.85,,,,10611654.0,3124.65,2.7,,0.85,,,,,,,28388.13
