period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops
2021/03,제이엠티,094970,디스플레이장비및부품,199,593.28,147.0,21.0,21.0,36.0,28.0,28.0,,1252.0,634.0,618.0,618.0,,84.0,64.0,-124.0,85.0,3.0,62.0,345.0,14.03,19.25,11.92,6.89,102.47,634.64,,,3635.29,0.96,,,0.0,16748240.0,435.78,147.5,2.95,,,,,
2021/06,제이엠티,094970,디스플레이장비및부품,199,708.4,154.0,2.0,2.0,8.0,7.0,7.0,,986.0,369.0,616.0,616.0,,84.0,36.0,164.0,-216.0,7.0,29.0,134.0,1.55,4.54,14.03,9.22,59.93,633.0,,8.64,,1.15,,,,,744.5,156.9,4.75,19.04,0.86,,4.82,
2021/09,제이엠티,094970,디스플레이장비및부품,199,633.0,271.0,66.0,66.0,85.0,66.0,66.0,,1166.0,460.0,706.0,706.0,,84.0,33.0,11.0,-120.0,10.0,22.0,18.0,24.44,24.44,21.15,12.71,65.22,712.21,,4.72,,0.9,,,,,714.4,215.3,3.32,25.45,0.75,,3.5,
2021/12(E),제이엠티,094970,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이엠티,094970,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이엠티,094970,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,JYP Ent.,035900,방송과엔터테인먼트,204,12670.01,346.0,111.0,111.0,99.0,77.0,77.0,1.0,2183.0,371.0,1813.0,1777.0,36.0,179.0,81.0,-176.0,-4.0,4.0,77.0,31.0,32.15,22.32,18.15,14.54,20.46,953.28,,,5077.14,7.13,0.0,,0.0,35497492.0,12916.91,,,,,,,
2020/12,JYP Ent.,035900,방송과엔터테인먼트,204,12715.92,417.0,105.0,105.0,59.0,59.0,58.0,1.0,2240.0,377.0,1862.0,1827.0,36.0,179.0,112.0,-44.0,8.0,15.0,97.0,27.0,25.22,14.17,17.29,13.73,20.24,985.69,,,5220.0,6.96,154.0,,87.84,35497492.0,13034.32,,,,,,,
2021/03,JYP Ent.,035900,방송과엔터테인먼트,204,11792.4,323.0,138.0,138.0,143.0,120.0,120.0,0.0,2319.0,380.0,1939.0,1902.0,37.0,179.0,8.0,166.0,-4.0,3.0,6.0,22.0,42.63,37.22,16.97,13.53,19.62,1024.32,,,5434.29,6.2,,,,35497492.0,12287.9,472.6,26.0,,,,,
2021/06,JYP Ent.,035900,방송과엔터테인먼트,204,13409.12,406.0,96.0,96.0,75.0,48.0,48.0,0.0,2495.0,509.0,1987.0,1949.0,37.0,179.0,190.0,-348.0,-55.0,0.0,190.0,20.0,23.67,11.9,16.63,13.19,25.61,1051.36,865.71,44.25,5568.57,6.88,,,,35497492.0,13695.32,475.1,28.83,31.84,8.99,4262.86,29.8,1285.71
2021/09,JYP Ent.,035900,방송과엔터테인먼트,204,17128.0,573.0,182.0,182.0,196.0,166.0,165.0,1.0,2721.0,558.0,2163.0,2123.0,40.0,179.0,165.0,14.0,-3.0,0.0,164.0,32.0,31.83,28.99,20.11,16.05,25.82,1143.56,1117.14,43.81,6065.71,8.07,,,0.0,35497492.0,17563.6,558.4,31.45,32.48,9.96,4911.43,32.88,1488.57
2021/12(E),JYP Ent.,035900,방송과엔터테인먼트,204,15964.44,556.0,171.0,,165.0,126.0,112.0,,2831.0,489.0,2342.0,2307.0,,180.0,,,,,,,30.71,22.68,,,20.87,,,35.88,,6.92,,,,,,,,,8.59,,27.2,
2022/03(E),JYP Ent.,035900,방송과엔터테인먼트,204,,456.0,152.0,,131.0,135.0,118.0,,,,,,,,,,,,,,33.37,29.64,,,,,,,,,,,,,,,,,,,,
2022/06(E),JYP Ent.,035900,방송과엔터테인먼트,204,,696.0,181.0,,,123.0,114.0,,,,,,,,,,,,,,26.01,17.67,,,,,,,,,,,,,,,,,,,,
2020/09,제이웨이,058420,방송과엔터테인먼트,204,223.72,25.0,-16.0,-16.0,-19.0,-19.0,-15.0,-4.0,233.0,77.0,156.0,119.0,37.0,108.0,-21.0,-29.0,23.0,21.0,-42.0,49.0,-66.49,-77.04,-51.66,-32.76,48.98,184.13,,,3966.67,1.88,0.0,,0.0,3096701.0,205.12,,,,,,,
2020/12,제이웨이,058420,방송과엔터테인먼트,204,130.38,37.0,-36.0,-36.0,-114.0,-118.0,-93.0,-25.0,176.0,118.0,58.0,41.0,16.0,108.0,-15.0,-20.0,16.0,4.0,-19.0,65.0,-99.51,-322.39,-159.36,-87.01,204.22,111.66,,,1366.67,3.18,0.0,,0.0,3096701.0,76.18,,,,,,,
2021/03,제이웨이,058420,방송과엔터테인먼트,204,85.05,40.0,-10.0,-10.0,-12.0,-12.0,-10.0,-2.0,181.0,121.0,60.0,45.0,14.0,18.0,-14.0,-1.0,19.0,1.0,-14.0,75.0,-25.01,-30.76,-154.94,-91.7,203.14,1168.53,,,1125.0,1.89,0.0,,0.0,3610839.0,25.35,,,,,,,
2021/06,제이웨이,058420,방송과엔터테인먼트,204,84.17,28.0,-23.0,-23.0,-28.0,-28.0,-22.0,-6.0,151.0,111.0,40.0,19.0,21.0,18.0,0.0,-4.0,-3.0,2.0,-2.0,68.0,-81.6,-100.34,-191.78,-96.62,276.9,1049.38,-3500.0,-0.6,475.0,4.43,0.0,,,3610839.0,24.37,,,,0.65,3250.0,-0.99,-2125.0
2021/09,제이웨이,058420,방송과엔터테인먼트,204,78.0,34.0,-7.0,-7.0,4.0,4.0,-3.0,7.0,100.0,93.0,7.0,7.0,0.0,18.0,-7.0,-7.0,17.0,-3.0,-4.0,77.0,-20.26,10.9,-204.3,-92.86,1313.47,1002.31,-3200.0,-0.61,175.0,11.14,,,0.0,3610839.0,13.1,,,,0.56,3475.0,-1.03,-1900.0
2021/12(E),제이웨이,058420,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제이웨이,058420,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이웨이,058420,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제이티,089790,반도체와반도체장비,202,689.29,82.0,4.0,4.0,2.0,2.0,2.0,,544.0,242.0,301.0,301.0,,52.0,8.0,-1.0,-2.0,1.0,7.0,167.0,4.53,2.23,,,80.43,559.32,,,3010.0,2.29,,,0.0,10315513.0,704.99,,,,,,,
2020/12,제이티,089790,반도체와반도체장비,202,1299.2,134.0,21.0,21.0,13.0,19.0,19.0,,545.0,225.0,320.0,320.0,,52.0,59.0,-2.0,-2.0,2.0,58.0,166.0,15.94,13.81,17.27,9.09,70.36,595.2,,,3200.0,4.06,,,0.0,10315513.0,1365.3,,,,,,,
2021/03,제이티,089790,반도체와반도체장비,202,778.47,117.0,11.0,11.0,17.0,17.0,17.0,,613.0,276.0,337.0,337.0,,52.0,53.0,-4.0,-2.0,1.0,53.0,164.0,9.18,14.29,13.83,7.87,81.97,627.5,,,3370.0,2.31,,,0.0,10315513.0,900.07,55.4,16.25,,,,,
2021/06,제이티,089790,반도체와반도체장비,202,779.57,141.0,44.0,44.0,38.0,36.0,36.0,,765.0,391.0,373.0,373.0,,52.0,62.0,4.0,14.0,1.0,62.0,177.0,31.09,25.66,21.77,11.48,104.7,697.78,740.0,10.53,3730.0,2.09,,,,10315513.0,966.97,85.7,11.28,18.08,1.64,4740.0,9.74,800.0
2021/09,제이티,089790,반도체와반도체장비,202,1078.0,194.0,27.0,27.0,36.0,34.0,34.0,,717.0,306.0,411.0,411.0,,52.0,18.0,-115.0,6.0,2.0,16.0,182.0,13.96,17.61,29.67,16.76,74.53,769.87,,10.17,,2.62,,,0.0,,1175.3,118.2,9.94,20.17,1.84,,10.47,
2021/12(E),제이티,089790,반도체와반도체장비,202,1048.5,,,,,,,,1100.0,650.0,450.0,450.0,,50.0,,,,,,,,,,,144.44,,,,,2.33,,,,,,,,,,,,
2022/03(E),제이티,089790,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제이티,089790,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/08,JTC,950170,백화점과일반상점,198,1341.44,36.0,-136.0,-149.0,-153.0,-198.0,-190.0,-8.0,5164.0,3048.0,2116.0,2096.0,20.0,545.0,-126.0,8.0,-81.0,4.0,-130.0,2713.0,-376.16,-546.86,-24.09,-11.0,144.04,289.44,,,5988.57,0.64,,,0.0,35005517.0,-773.06,,,,,,,
2020/11,JTC,950170,백화점과일반상점,198,1894.14,53.0,-165.0,-158.0,-159.0,-159.0,-150.0,-9.0,4580.0,2713.0,1867.0,1857.0,10.0,516.0,41.0,-3.0,-97.0,5.0,36.0,2392.0,-312.02,-300.94,-33.47,-15.25,145.34,261.73,,,5305.71,1.02,,,0.0,35005517.0,8.94,,,,,,,
2021/02,JTC,950170,백화점과일반상점,198,1783.65,58.0,-117.0,-568.0,-568.0,-624.0,-590.0,-34.0,3763.0,2523.0,1240.0,1265.0,-24.0,506.0,-13.0,16.0,-68.0,1.0,-13.0,2243.0,-202.49,-1084.05,-57.68,-23.29,203.42,150.99,,,3614.29,1.41,,,,35005517.0,-20.95,-806.4,0.03,,,,,
2021/05,JTC,950170,백화점과일반상점,198,1922.28,46.0,-87.0,-85.0,-84.0,-83.0,-81.0,-2.0,3509.0,2378.0,1131.0,1158.0,-27.0,493.0,-16.0,13.0,-64.0,0.0,-16.0,2102.0,-189.27,-181.42,-57.9,-22.97,210.24,134.89,-2888.57,-1.9,3308.57,1.66,,,,35005517.0,183.78,-748.0,-0.25,-387.56,9.96,551.43,-3.81,-1442.86
2021/08,JTC,950170,백화점과일반상점,198,1460.0,35.0,-90.0,-256.0,-253.0,-253.0,-247.0,-5.0,3419.0,2506.0,913.0,945.0,-32.0,514.0,-85.0,1.0,80.0,2.0,-86.0,2247.0,-261.34,-731.33,-70.25,-26.08,274.4,85.66,-3051.43,-1.37,2700.0,1.54,,,,35005517.0,-404.6,-880.7,0.46,-458.7,7.6,548.57,-3.18,-1311.43
2021/11(E),JTC,950170,백화점과일반상점,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/02(E),JTC,950170,백화점과일반상점,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/05(E),JTC,950170,백화점과일반상점,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제일바이오,052670,제약,35,1116.33,41.0,-4.0,-4.0,-3.0,-2.0,-2.0,,406.0,25.0,381.0,381.0,,75.0,-18.0,5.0,0.0,0.0,-18.0,1.0,-9.94,-5.31,1.0,0.94,6.56,454.7,,,1313.79,2.93,0.0,,0.0,29129064.0,1176.23,,,,,,,
2020/12,제일바이오,052670,제약,35,1103.98,44.0,-2.0,-2.0,3.0,2.0,2.0,,426.0,44.0,382.0,382.0,,75.0,-6.0,4.0,0.0,,-6.0,0.0,-5.23,4.71,2.85,2.57,11.61,456.27,,,1317.24,2.89,0.0,0.0,0.0,29129064.0,1162.78,,,,,,,
2021/03,제일바이오,052670,제약,35,1036.8,53.0,-1.0,-1.0,2.0,2.0,2.0,,411.0,27.0,384.0,384.0,,75.0,-78.0,48.0,0.0,,-78.0,0.0,-1.73,3.28,3.86,3.58,7.15,458.58,,,1324.14,2.7,,,,29129064.0,1065.2,,,,,,,
2021/06,제일바이오,052670,제약,35,956.0,40.0,-6.0,-6.0,20.0,16.0,16.0,,424.0,24.0,400.0,400.0,,146.0,52.0,2.0,0.0,0.0,52.0,0.0,-14.59,39.55,4.48,4.21,6.08,198.53,62.07,53.11,1379.31,2.39,,,,29129064.0,1038.7,,,,5.37,613.79,-73.54,-44.83
2021/09,제일바이오,052670,제약,35,945.0,34.0,0.0,0.0,-2.0,-1.0,-1.0,,412.0,14.0,398.0,398.0,,146.0,49.0,-63.0,0.0,0.0,49.0,0.0,0.21,-3.59,4.74,4.51,3.49,197.69,65.52,49.74,1372.41,2.37,,,0.0,29129064.0,1013.4,,,,5.53,589.66,-105.0,-31.03
2021/12(E),제일바이오,052670,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제일바이오,052670,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제일바이오,052670,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제일전기공업,199820,전기장비,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,9600000.0,,,,,,,,
2020/12,제일전기공업,199820,전기장비,144,2958.97,,,,,,,,1333.0,302.0,1031.0,1031.0,,56.0,,,,,0.0,118.0,,,,,29.27,1756.78,,,9372.73,2.87,,,,11110000.0,2979.77,,,,,,,
2021/03,제일전기공업,199820,전기장비,144,2392.32,358.0,34.0,34.0,44.0,37.0,37.0,,1390.0,322.0,1068.0,1068.0,,56.0,36.0,-22.0,0.0,10.0,26.0,118.0,9.44,10.35,,,30.14,1823.4,,,9709.09,2.24,,,0.0,11110000.0,2427.82,,,,,,,
2021/06,제일전기공업,199820,전기장비,144,2446.31,354.0,33.0,33.0,34.0,29.0,29.0,,1419.0,322.0,1097.0,1097.0,,56.0,42.0,-94.0,-1.0,71.0,-29.0,118.0,9.45,8.16,,,29.34,1875.5,,,9972.73,2.23,,,,11110000.0,2430.21,,,,,,,
2021/09,제일전기공업,199820,전기장비,144,2089.0,317.0,30.0,30.0,42.0,36.0,36.0,,1464.0,331.0,1134.0,1134.0,,56.0,41.0,-6.0,12.0,6.0,35.0,130.0,9.59,11.43,,,29.18,1940.74,,,10309.09,1.84,,,0.0,11110000.0,2107.8,,,,,,,
2021/12(E),제일전기공업,199820,전기장비,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제일전기공업,199820,전기장비,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제일전기공업,199820,전기장비,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제일제강,023440,철강,62,527.16,133.0,-12.0,-12.0,-13.0,-13.0,-13.0,,905.0,331.0,573.0,573.0,,147.0,10.0,-1.0,-30.0,1.0,9.0,207.0,-9.35,-10.05,-8.85,-6.05,57.79,287.98,,,1975.86,0.92,0.0,,0.0,29492393.0,369.56,,,,,,,
2020/12,제일제강,023440,철강,62,725.4,104.0,-4.0,-4.0,-6.0,-7.0,-7.0,,995.0,375.0,620.0,620.0,,147.0,-18.0,-28.0,112.0,2.0,-20.0,266.0,-3.47,-6.86,-7.12,-4.78,60.41,319.79,,,2137.93,1.17,0.0,,0.0,29492393.0,574.9,,,,,,,
2021/03,제일제강,023440,철강,62,1252.08,160.0,10.0,10.0,6.0,6.0,6.0,,1058.0,392.0,666.0,666.0,,164.0,41.0,-3.0,17.0,2.0,38.0,246.0,6.33,3.47,-3.43,-2.23,58.76,306.9,,,2018.18,1.88,0.0,,,32750677.0,1176.48,,,,,,,
2021/06,제일제강,023440,철강,62,1207.68,225.0,35.0,35.0,28.0,28.0,28.0,,1413.0,597.0,816.0,816.0,,173.0,-68.0,-130.0,305.0,1.0,-68.0,469.0,15.52,12.52,1.89,1.12,73.2,370.83,40.0,86.26,2331.43,1.48,0.0,,0.0,34665214.0,1016.48,,,,1.94,1777.14,41.64,82.86
2021/09,제일제강,023440,철강,62,912.0,204.0,6.0,6.0,-17.0,-17.0,-17.0,,1456.0,654.0,802.0,802.0,,174.0,-132.0,-56.0,40.0,4.0,-136.0,530.0,3.01,-8.27,1.42,0.83,81.48,360.78,28.57,91.2,2291.43,1.14,,,,34811140.0,511.4,,,,1.32,1980.0,19.4,134.29
2021/12(E),제일제강,023440,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제일제강,023440,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제일제강,023440,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제일테크노스,038010,건축제품,171,342.7,279.0,-5.0,-5.0,-5.0,-6.0,-6.0,,1727.0,978.0,748.0,745.0,3.0,45.0,27.0,8.0,-21.0,4.0,23.0,398.0,-1.75,-2.26,-1.09,-0.44,130.72,1355.09,,,8277.78,0.46,0.0,,0.0,9000000.0,37.6,,,,,,,
2020/12,제일테크노스,038010,건축제품,171,575.2,461.0,-19.0,-19.0,-41.0,-35.0,-35.0,0.0,1540.0,817.0,723.0,719.0,3.0,45.0,44.0,11.0,-26.0,1.0,43.0,386.0,-4.14,-7.69,-5.99,-2.77,112.97,1282.11,,,7988.89,0.8,30.0,,-7.04,9000000.0,309.6,,,,,,,
2021/03,제일테크노스,038010,건축제품,171,725.0,277.0,4.0,4.0,7.0,6.0,6.0,0.0,1599.0,871.0,728.0,725.0,3.0,45.0,-42.0,-8.0,47.0,1.0,-43.0,434.0,1.36,2.27,-4.91,-2.17,119.63,1290.25,,,8055.56,1.0,,,0.0,9000000.0,408.8,,,,,,,
2021/06,제일테크노스,038010,건축제품,171,634.68,492.0,7.0,7.0,13.0,14.0,13.0,0.0,1546.0,805.0,741.0,738.0,4.0,45.0,-7.0,-15.0,-18.0,11.0,-18.0,419.0,1.47,2.76,-2.98,-1.32,108.54,1320.04,,-28.85,,0.86,,,,,293.38,,,,0.42,,-48.82,
2021/09,제일테크노스,038010,건축제품,171,748.0,417.0,-8.0,-8.0,-13.0,-13.0,-13.0,0.0,1678.0,947.0,731.0,727.0,4.0,45.0,-141.0,17.0,121.0,7.0,-148.0,540.0,-1.8,-3.03,-3.87,-1.66,129.5,1291.99,,-25.79,,1.03,,,0.0,,282.1,,,,0.45,,-46.75,
2021/12(E),제일테크노스,038010,건축제품,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제일테크노스,038010,건축제품,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제일테크노스,038010,건축제품,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제주맥주,276730,음료,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47383030.0,,,,,,,,
2020/12,제주맥주,276730,음료,145,0.0,,,,,,,,627.0,290.0,337.0,337.0,,237.0,,,,,0.0,190.0,,,,,85.83,38.54,,,717.02,0.0,0.0,,,47383030.0,-174.8,,,,,,,
2021/03,제주맥주,276730,음료,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,47383030.0,,,,,,,,
2021/06,제주맥주,276730,음료,145,2353.05,72.0,-23.0,-23.0,-28.0,-28.0,-28.0,,882.0,301.0,581.0,581.0,,280.0,,,,,0.0,185.0,-32.5,-38.66,,,51.91,102.27,,,1037.5,4.05,0.0,,0.0,56072890.0,2428.95,,,,,,,
2021/09,제주맥주,276730,음료,145,1439.0,89.0,-38.0,-38.0,-38.0,-38.0,-38.0,,874.0,320.0,554.0,554.0,,282.0,-14.0,-84.0,3.0,2.0,-16.0,182.0,-42.55,-42.7,,,57.67,91.19,,,989.29,2.6,0.0,,0.0,56495461.0,1423.0,,,,,,,
2021/12(E),제주맥주,276730,음료,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제주맥주,276730,음료,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제주맥주,276730,음료,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제주반도체,080220,반도체와반도체장비,202,1108.71,431.0,17.0,17.0,-27.0,-28.0,-33.0,5.0,2174.0,1092.0,1081.0,873.0,208.0,164.0,51.0,118.0,-133.0,10.0,41.0,506.0,4.04,-6.39,-1.82,-0.01,100.98,465.75,,,2645.45,1.27,0.0,,0.0,32521064.0,1058.41,,,,,,,
2020/12,제주반도체,080220,반도체와반도체장비,202,1174.39,485.0,-19.0,-19.0,27.0,35.0,27.0,8.0,2071.0,973.0,1099.0,883.0,216.0,164.0,46.0,50.0,-54.0,16.0,29.0,322.0,-3.96,7.27,9.72,4.21,88.52,471.9,,,2675.76,1.33,0.0,,0.0,32521064.0,1340.39,,,,,,,
2021/03,제주반도체,080220,반도체와반도체장비,202,1976.85,475.0,10.0,10.0,-31.0,-32.0,-33.0,1.0,2085.0,913.0,1172.0,955.0,217.0,173.0,-4.0,-23.0,-29.0,4.0,-9.0,258.0,2.05,-6.77,-2.3,-0.15,77.87,505.08,,,2808.82,2.07,0.0,,0.0,34203235.0,2155.65,116.0,18.58,,,,,
2021/06,제주반도체,080220,반도체와반도체장비,202,2054.1,655.0,79.0,79.0,72.0,40.0,37.0,4.0,2113.0,893.0,1221.0,1002.0,219.0,173.0,12.0,-38.0,-16.0,14.0,-2.0,242.0,12.08,6.15,-0.23,0.72,73.13,510.91,-5.88,-1027.05,2947.06,2.05,,,,34319706.0,2206.5,156.2,14.13,7.63,1.0,6017.65,23.61,255.88
2021/09,제주반도체,080220,반도체와반도체장비,202,2294.0,754.0,104.0,104.0,127.0,123.0,120.0,3.0,2244.0,893.0,1351.0,1130.0,222.0,174.0,134.0,12.0,-80.0,8.0,126.0,163.0,13.76,16.3,15.0,7.53,66.06,582.2,444.12,15.19,3323.53,2.03,,,0.0,34442833.0,2593.4,284.2,9.13,12.0,0.97,6967.65,13.18,511.76
2021/12(E),제주반도체,080220,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),제주반도체,080220,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제주반도체,080220,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,제테마,216080,건강관리장비와용품,211,4450.95,60.0,-19.0,-19.0,-21.0,-21.0,-21.0,,675.0,269.0,405.0,405.0,,87.0,38.0,-5.0,-3.0,6.0,31.0,158.0,-32.43,-35.63,,,66.47,351.24,,,2382.35,10.99,0.0,,0.0,17497552.0,4419.35,,,,,,,
2020/12,제테마,216080,건강관리장비와용품,211,4026.88,89.0,14.0,14.0,6.0,2.0,2.0,,669.0,253.0,416.0,416.0,,88.0,13.0,41.0,-3.0,12.0,1.0,158.0,15.55,1.91,-15.3,-8.95,60.86,360.01,,,2311.11,9.68,0.0,,0.0,17566359.0,4038.28,,,,,,,
2021/03,제테마,216080,건강관리장비와용품,211,3435.07,75.0,10.0,10.0,14.0,14.0,14.0,,660.0,229.0,431.0,431.0,,88.0,11.0,-12.0,-30.0,12.0,-1.0,129.0,12.75,18.05,-11.62,-7.92,53.07,375.5,,,2394.44,7.97,0.0,,,17566359.0,3449.47,,,,,,,
2021/06,제테마,216080,건강관리장비와용품,211,6475.3,82.0,8.0,8.0,4.0,4.0,4.0,,682.0,240.0,442.0,442.0,,88.0,1.0,-69.0,16.0,68.0,-67.0,144.0,9.98,4.47,-0.56,-0.36,54.42,385.16,-5.56,-6475.3,2455.56,14.65,0.0,,,17628759.0,6422.2,,,,21.16,1700.0,498.1,72.22
2021/09,제테마,216080,건강관리장비와용품,211,3882.0,73.0,-12.0,-12.0,-26.0,-26.0,-26.0,,1491.0,1065.0,426.0,426.0,,89.0,2.0,-44.0,705.0,16.0,-14.0,580.0,-16.69,-35.52,-1.68,-0.64,250.12,361.75,-33.33,-647.0,2366.67,9.11,,,0.0,17765959.0,4059.8,,,,12.17,1772.22,194.1,111.11
2021/12(E),제테마,216080,건강관리장비와용품,211,3882.65,101.0,19.0,,20.0,18.0,18.0,,1375.0,216.0,1159.0,1159.0,,97.0,,,,,,,18.81,17.82,,,18.64,,,388.26,,3.35,,,,,,,,,11.73,,155.31,
2022/03(E),제테마,216080,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),제테마,216080,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,젠큐릭스,229000,건강관리장비와용품,211,1203.84,2.0,-17.0,-17.0,9.0,9.0,9.0,,277.0,94.0,183.0,176.0,7.0,32.0,-118.0,-48.0,230.0,5.0,-124.0,74.0,-710.33,400.29,,,51.49,411.26,,,2933.33,6.84,0.0,,0.0,6396726.0,1215.94,,,,,,,
2020/12,젠큐릭스,229000,건강관리장비와용품,211,1057.32,7.0,-45.0,-45.0,355.0,355.0,356.0,-1.0,640.0,101.0,539.0,534.0,5.0,32.0,-17.0,-12.0,0.0,6.0,-23.0,77.0,-652.5,5098.29,,,18.67,1525.45,,,8900.0,1.98,0.0,,0.0,6398899.0,1036.62,,,,,,,
2021/03,젠큐릭스,229000,건강관리장비와용품,211,1258.7,4.0,-19.0,-19.0,-238.0,-238.0,-237.0,-1.0,405.0,94.0,311.0,307.0,4.0,32.0,-16.0,-2.0,0.0,1.0,-17.0,68.0,-428.99,-5298.28,,,30.22,812.99,,,5116.67,4.1,0.0,,0.0,6467038.0,1229.3,,,,,,,
2021/06,젠큐릭스,229000,건강관리장비와용품,211,1600.64,3.0,-29.0,-29.0,67.0,67.0,69.0,-2.0,752.0,263.0,489.0,488.0,2.0,35.0,-22.0,-1.0,266.0,1.0,-23.0,239.0,-978.29,2257.26,,,53.77,1264.46,2814.29,8.13,6971.43,3.28,0.0,,0.0,6554218.0,1642.94,,,,100.04,228.57,-14.55,-1571.43
2021/09,젠큐릭스,229000,건강관리장비와용품,211,1105.0,7.0,-22.0,-22.0,-83.0,-83.0,-81.0,-1.0,649.0,241.0,407.0,407.0,0.0,35.0,-24.0,-3.0,-7.0,5.0,-29.0,215.0,-314.35,-1198.83,36.87,21.86,59.23,1032.51,1528.57,10.33,5814.29,2.71,,,0.0,6558421.0,1137.3,,,,52.62,300.0,-9.61,-1642.86
2021/12(E),젠큐릭스,229000,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),젠큐릭스,229000,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),젠큐릭스,229000,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,젬백스,082270,반도체와반도체장비,202,9075.27,172.0,30.0,30.0,-18.0,-18.0,-18.0,,1588.0,267.0,1321.0,1321.0,,197.0,78.0,-7.0,-1.0,4.0,74.0,112.0,17.32,-10.25,-55.59,-43.11,20.18,601.86,,,3387.18,6.87,0.0,,0.0,39410869.0,9461.07,,,,,,,
